class,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32,x33,y33,z33,visibility33
downdog,0.5214188098907471,0.7367745041847229,-0.09114371985197067,0.9975882768630981,0.49872151017189026,0.760083794593811,-0.13896358013153076,0.9957246780395508,0.49433642625808716,0.7578285932540894,-0.1393669843673706,0.9959740042686462,0.4904005527496338,0.7561534643173218,-0.1393568515777588,0.9971163272857666,0.499845027923584,0.7607724666595459,-0.07359529286623001,0.9963288903236389,0.49615582823753357,0.7587233781814575,-0.07421016693115234,0.9971638321876526,0.4922747015953064,0.756929337978363,-0.07437945157289505,0.9970587491989136,0.46806424856185913,0.7290893793106079,-0.2674955725669861,0.9963000416755676,0.46986523270606995,0.7300716638565063,0.033392783254384995,0.9855203032493591,0.5182526707649231,0.7050952315330505,-0.12305189669132233,0.9883125424385071,0.5190442204475403,0.7057287693023682,-0.0390935093164444,0.9774094820022583,0.4659635126590729,0.6033488512039185,-0.34855028986930847,0.9994363188743591,0.4671737551689148,0.6037871837615967,0.19066649675369263,0.9956206679344177,0.3733424246311188,0.7928951978683472,-0.5717631578445435,0.8537337183952332,0.3826858401298523,0.7586534023284912,0.24385571479797363,0.006144716404378414,0.2541113793849945,0.9079716801643372,-0.5920591950416565,0.8364296555519104,0.2730776369571686,0.8626508116722107,0.007607144769281149,0.03397609665989876,0.22111496329307556,0.9217007756233215,-0.6603747606277466,0.7822265028953552,0.24538227915763855,0.8702653050422668,-0.016538381576538086,0.08964986354112625,0.21554431319236755,0.9158964157104492,-0.630024254322052,0.7545674443244934,0.24199178814888,0.8695263266563416,-0.06698595732450485,0.08936963975429535,0.2271617352962494,0.9093089699745178,-0.5807717442512512,0.6578253507614136,0.25024786591529846,0.8651169538497925,-0.02411045879125595,0.07901186496019363,0.6631563901901245,0.26370975375175476,-0.19573873281478882,0.9962955117225647,0.6566176414489746,0.27526888251304626,0.19539950788021088,0.9961948394775391,0.7803657054901123,0.5550429821014404,-0.0948173776268959,0.23637709021568298,0.766541063785553,0.5539828538894653,0.28824442625045776,0.0015940177254378796,0.8742285966873169,0.8534854650497437,0.0029820601921528578,0.3889542818069458,0.8504106402397156,0.825691282749176,0.4778781831264496,0.006830835714936256,0.9034476280212402,0.9040849208831787,-0.0004721478035207838,0.5818583965301514,0.8794805407524109,0.8739029169082642,0.49026504158973694,0.027399173006415367,0.7927926778793335,0.924501895904541,-0.16157013177871704,0.559144914150238,0.7811251878738403,0.9016394019126892,0.38887661695480347,0.02019204944372177
downdog,0.5613194704055786,0.7843687534332275,-0.0811360627412796,0.9964964985847473,0.5798893570899963,0.792177677154541,-0.06516581773757935,0.9874117374420166,0.581813395023346,0.7894623875617981,-0.06555254757404327,0.9935640692710876,0.5838393568992615,0.7866318225860596,-0.06559757143259048,0.9878948330879211,0.5807911157608032,0.791236162185669,-0.11960265040397644,0.992555558681488,0.5831620097160339,0.7882267236709595,-0.12004195153713226,0.9972409009933472,0.5861313939094543,0.7845197916030884,-0.12033998221158981,0.9955778121948242,0.5972174406051636,0.7541925311088562,0.01621900126338005,0.9948615431785583,0.5993915796279907,0.7487872242927551,-0.23167258501052856,0.9956247210502625,0.5576413869857788,0.7533574104309082,-0.03891203552484512,0.9827969074249268,0.5591654777526855,0.7523205280303955,-0.11430397629737854,0.987301230430603,0.5782220363616943,0.6445283889770508,0.1107533872127533,0.9973303079605103,0.5814898014068604,0.6328924298286438,-0.28658679127693176,0.9992826581001282,0.660723090171814,0.7603695392608643,0.15669836103916168,0.03130929917097092,0.6739069223403931,0.7790026664733887,-0.5069977641105652,0.9646273851394653,0.7446935772895813,0.8499578237533569,-0.0017130165360867977,0.0637190192937851,0.7719906568527222,0.8680381178855896,-0.5301082134246826,0.9668362736701965,0.7627410888671875,0.8529361486434937,-0.0051945773884654045,0.18430688977241516,0.8014801144599915,0.8823925852775574,-0.5913393497467041,0.9382857084274292,0.7684789896011353,0.8491256237030029,-0.05245240032672882,0.19604554772377014,0.8075605630874634,0.8752261400222778,-0.5586497187614441,0.929140567779541,0.7634056806564331,0.8511837720870972,-0.024513620883226395,0.1763765960931778,0.7970475554466248,0.8713648915290833,-0.522223711013794,0.8938261866569519,0.4220767319202423,0.3596559166908264,0.14910560846328735,0.9965923428535461,0.41401004791259766,0.341121643781662,-0.14947013556957245,0.9977837204933167,0.30273398756980896,0.5961071252822876,0.15267521142959595,0.005440198816359043,0.30210283398628235,0.598366379737854,-0.1405828595161438,0.8121820092201233,0.18130220472812653,0.8219612240791321,0.17439985275268555,0.036130908876657486,0.17737898230552673,0.8321472406387329,-0.11859630793333054,0.899028480052948,0.15551051497459412,0.853884220123291,0.16848890483379364,0.12342733889818192,0.14853039383888245,0.8627101182937622,-0.12183324992656708,0.9178915619850159,0.24687860906124115,0.8897852897644043,0.06341031193733215,0.11178668588399887,0.2419985830783844,0.8960844874382019,-0.24596194922924042,0.8721162676811218
downdog,0.6014180183410645,0.7336093187332153,-0.03585881367325783,0.9961279034614563,0.6278346180915833,0.7427809238433838,-0.011064752005040646,0.9816595911979675,0.630709171295166,0.7387474775314331,-0.011583207175135612,0.9925192594528198,0.6338750123977661,0.7331959009170532,-0.011630114167928696,0.9820997714996338,0.6271302700042725,0.7428964376449585,-0.08602515608072281,0.9887620806694031,0.6293699145317078,0.7394887208938599,-0.08669324964284897,0.9969479441642761,0.6322785019874573,0.7344151735305786,-0.08710391819477081,0.9937445521354675,0.646149218082428,0.6988943815231323,0.1042494922876358,0.993462324142456,0.6472520232200623,0.7000105977058411,-0.23830106854438782,0.9954409599304199,0.5954157710075378,0.7024509906768799,0.024614771828055382,0.9804062843322754,0.595870852470398,0.7031077146530151,-0.079851433634758,0.9841660261154175,0.6269974708557129,0.5775159597396851,0.25175246596336365,0.9977704286575317,0.625366747379303,0.5991967916488647,-0.31454896926879883,0.9995920062065125,0.7183243036270142,0.7273185849189758,0.3588399589061737,0.03330473229289055,0.719956636428833,0.7705990076065063,-0.5986852049827576,0.9894731640815735,0.8168339729309082,0.8386863470077515,0.10821565985679626,0.20607727766036987,0.8423520922660828,0.9150785207748413,-0.583091676235199,0.9944392442703247,0.8487067222595215,0.852466881275177,0.11043406277894974,0.5324435234069824,0.8779577016830444,0.9353845119476318,-0.6646448373794556,0.9872831106185913,0.8576933145523071,0.8520086407661438,0.03639911860227585,0.5569517016410828,0.8894461393356323,0.9242316484451294,-0.6068414449691772,0.9848477244377136,0.8438562154769897,0.8497177958488464,0.07406649738550186,0.5169200897216797,0.8765193223953247,0.9152055382728577,-0.56455397605896,0.9744476079940796,0.3928543031215668,0.27441415190696716,0.20142817497253418,0.9952528476715088,0.38440951704978943,0.2851688265800476,-0.20203714072704315,0.9971776008605957,0.2254384458065033,0.5491105318069458,0.2523890435695648,0.00673339981585741,0.22100040316581726,0.5649343729019165,-0.16890007257461548,0.9108142256736755,0.10326188802719116,0.8146173357963562,0.36682239174842834,0.06437474489212036,0.09575453400611877,0.8377032279968262,-0.08130978047847748,0.954095721244812,0.06531006097793579,0.8619120121002197,0.3667909502983093,0.20564806461334229,0.05467909574508667,0.880367636680603,-0.08085319399833679,0.964504063129425,0.20597614347934723,0.8806729316711426,0.2236902415752411,0.22356124222278595,0.1993933469057083,0.8966906070709229,-0.24829235672950745,0.9482201933860779
downdog,0.5425559282302856,0.7554094791412354,-0.10139495134353638,0.9983999133110046,0.5590812563896179,0.7762207984924316,-0.08315300941467285,0.9950132966041565,0.563140332698822,0.7741223573684692,-0.08359021693468094,0.9969051480293274,0.5666354894638062,0.7720645070075989,-0.08361198753118515,0.9948863387107849,0.5593103170394897,0.775640606880188,-0.1530645489692688,0.9972009658813477,0.5638742446899414,0.773057758808136,-0.15355099737644196,0.998752236366272,0.5684260129928589,0.770392656326294,-0.15386351943016052,0.9982196688652039,0.5899695158004761,0.7492311596870422,0.021460914984345436,0.9969683289527893,0.5941762924194336,0.745556652545929,-0.2980419397354126,0.997607946395874,0.5435428023338318,0.7239630818367004,-0.04694657400250435,0.9883111119270325,0.5442115068435669,0.7234784960746765,-0.14353545010089874,0.9924955368041992,0.5919587016105652,0.6182733178138733,0.1546335369348526,0.9971147775650024,0.5852915048599243,0.6185095310211182,-0.39089682698249817,0.9989795088768005,0.6960185766220093,0.7623090744018555,0.21954722702503204,0.041206661611795425,0.6931222081184387,0.7734581828117371,-0.6632296442985535,0.9556576609611511,0.7907667756080627,0.8638924360275269,0.028801046311855316,0.1285703033208847,0.804470419883728,0.8928438425064087,-0.6973732113838196,0.9503060579299927,0.8301495313644409,0.8749106526374817,0.018490983173251152,0.29174715280532837,0.8427883982658386,0.9029466509819031,-0.7783514261245728,0.9067037105560303,0.8360621333122253,0.8701236248016357,-0.04050523787736893,0.30938467383384705,0.8497729301452637,0.8936115503311157,-0.7415974140167236,0.8968356847763062,0.8231028318405151,0.866930365562439,-0.0008442365215159953,0.27090826630592346,0.8374575972557068,0.8890451788902283,-0.6889132261276245,0.8445631861686707,0.4212023913860321,0.28334909677505493,0.20392835140228271,0.9954856038093567,0.41264966130256653,0.27273115515708923,-0.20439712703227997,0.9967349171638489,0.30323147773742676,0.5538942813873291,0.2333141565322876,0.00558587908744812,0.29973524808883667,0.5539210438728333,-0.13576261699199677,0.6444607377052307,0.19452707469463348,0.8067501783370972,0.3216914236545563,0.027062881737947464,0.1919023096561432,0.8090229034423828,-0.04087546095252037,0.7576363682746887,0.16722744703292847,0.8525063991546631,0.32140082120895386,0.08655181527137756,0.1613805592060089,0.8569678664207458,-0.0378800593316555,0.7625499963760376,0.27664875984191895,0.8744084239006042,0.17783258855342865,0.08856062591075897,0.27205657958984375,0.8840010762214661,-0.20899927616119385,0.728272020816803
downdog,0.3668910562992096,0.6942455768585205,-0.07258745282888412,0.9974103569984436,0.34372520446777344,0.7141364812850952,-0.12431222200393677,0.9952532052993774,0.3395170569419861,0.7096396684646606,-0.12475130707025528,0.995292067527771,0.33602026104927063,0.7054157257080078,-0.12480456382036209,0.9969850182533264,0.3453962802886963,0.7172138690948486,-0.053146377205848694,0.9959576725959778,0.3427315950393677,0.7150200605392456,-0.053863149136304855,0.9966750144958496,0.33976852893829346,0.7128968238830566,-0.054090939462184906,0.9968317151069641,0.31842970848083496,0.6736154556274414,-0.2637690007686615,0.9965547323226929,0.318977415561676,0.6766780614852905,0.061721522361040115,0.9854629039764404,0.3666173219680786,0.651974081993103,-0.10783535987138748,0.9902840256690979,0.3706172704696655,0.6573132276535034,-0.017061924561858177,0.9806093573570251,0.3355013430118561,0.49977734684944153,-0.37003716826438904,0.9995417594909668,0.3447107970714569,0.5267176628112793,0.22917866706848145,0.9962781071662903,0.23965835571289062,0.7342966794967651,-0.5821588635444641,0.8088927865028381,0.2525556981563568,0.7199628353118896,0.25055569410324097,0.004591541830450296,0.13612058758735657,0.8776687383651733,-0.5627965927124023,0.680212676525116,0.16208398342132568,0.856456458568573,-0.027081485837697983,0.012780137360095978,0.09850436449050903,0.8951247930526733,-0.6313003301620483,0.6263278722763062,0.12551209330558777,0.8727198839187622,-0.055591221898794174,0.03445414453744888,0.08912384510040283,0.8858798742294312,-0.6002234816551208,0.5970641374588013,0.12080356478691101,0.8694558143615723,-0.11015909910202026,0.03432859480381012,0.10349932312965393,0.8788662552833557,-0.5504463911056519,0.5046104192733765,0.1295355260372162,0.8673381209373474,-0.06254880130290985,0.032461244612932205,0.5654000639915466,0.1468774825334549,-0.21137675642967224,0.9969231486320496,0.5658750534057617,0.19252362847328186,0.2111111432313919,0.9966500401496887,0.7085092067718506,0.4726253151893616,-0.14411339163780212,0.11809707432985306,0.7086102962493896,0.48160889744758606,0.25782448053359985,0.0008025128627195954,0.8368679285049438,0.8060152530670166,-0.07814062386751175,0.17340801656246185,0.8225539326667786,0.7931766510009766,0.4220234751701355,0.0020987121388316154,0.8730095624923706,0.8613570332527161,-0.08676903694868088,0.410995215177536,0.86130291223526,0.8410437703132629,0.4313895106315613,0.011121639981865883,0.7441442608833313,0.908122718334198,-0.2612352669239044,0.2920648157596588,0.7412604689598083,0.8958579301834106,0.322937548160553,0.00604289211332798
downdog,0.24411143362522125,0.6758372187614441,-0.018977193161845207,0.9928420782089233,0.22920097410678864,0.6852290034294128,-0.05395815521478653,0.9887802600860596,0.22754128277301788,0.6834885478019714,-0.05429460480809212,0.9884878993034363,0.2260461002588272,0.6815640926361084,-0.05427079647779465,0.9919230341911316,0.22918382287025452,0.6857537627220154,-0.008190294727683067,0.9922162294387817,0.22768311202526093,0.6843482255935669,-0.008756864815950394,0.9942492246627808,0.2260204404592514,0.6828376054763794,-0.008928782306611538,0.9951051473617554,0.21670427918434143,0.6589047908782959,-0.14954401552677155,0.9909133911132812,0.2162746638059616,0.6595414876937866,0.05851943418383598,0.9824444651603699,0.24948750436306,0.6535904407501221,-0.04298218712210655,0.9781529307365417,0.25021860003471375,0.6545636057853699,0.014751631766557693,0.9700672626495361,0.22887292504310608,0.5791416168212891,-0.21966256201267242,0.9991481304168701,0.22764448821544647,0.5675677061080933,0.16033999621868134,0.9954190254211426,0.17034566402435303,0.7207639217376709,-0.37575727701187134,0.7305583357810974,0.17467260360717773,0.6982696652412415,0.16566503047943115,0.003965042997151613,0.10517752170562744,0.8508009314537048,-0.38054540753364563,0.6703670024871826,0.12324482202529907,0.801010251045227,-0.027819465845823288,0.017347175627946854,0.07891914248466492,0.8604507446289062,-0.4298645853996277,0.6389197707176208,0.09304284304380417,0.8037098050117493,-0.04966767504811287,0.04514371231198311,0.07604372501373291,0.8531677722930908,-0.4036348760128021,0.6056287288665771,0.09153693914413452,0.8081729412078857,-0.08560317754745483,0.044749461114406586,0.0864502489566803,0.8506309986114502,-0.37050530314445496,0.5023610591888428,0.10410100221633911,0.8092387914657593,-0.051452696323394775,0.03938306123018265,0.41608256101608276,0.3541591465473175,-0.1282547414302826,0.9987227320671082,0.4066772758960724,0.3585062026977539,0.12808722257614136,0.9986729621887207,0.5068572759628296,0.5688618421554565,-0.03801993653178215,0.24873164296150208,0.5067738890647888,0.5680655241012573,0.17712244391441345,0.001605966710485518,0.5753238201141357,0.7840771675109863,0.05510098114609718,0.3941238522529602,0.564132809638977,0.7679647207260132,0.3062457740306854,0.00544474134221673,0.5995131731033325,0.8213667273521423,0.05529448017477989,0.678047776222229,0.5821745991706848,0.8020864725112915,0.3143180310726166,0.019322656095027924,0.5179978013038635,0.8312827348709106,-0.053372450172901154,0.5694175958633423,0.504969596862793,0.8104143142700195,0.23120878636837006,0.015408165752887726
downdog,0.3787214457988739,0.7666096091270447,-0.10981099307537079,0.9968026876449585,0.35800406336784363,0.7519784569740295,-0.15736888349056244,0.9955701231956482,0.35691285133361816,0.7469514012336731,-0.15789350867271423,0.9950961470603943,0.35616910457611084,0.7419251203536987,-0.15794503688812256,0.9970445036888123,0.35904744267463684,0.7527500987052917,-0.08226050436496735,0.9965047836303711,0.35866206884384155,0.7485800981521606,-0.08298551291227341,0.9969450831413269,0.3581973612308502,0.7441708445549011,-0.08313986659049988,0.9973081350326538,0.3590354025363922,0.6957617402076721,-0.2928559482097626,0.9956982135772705,0.3595234155654907,0.701463520526886,0.04982055723667145,0.9874551296234131,0.39979591965675354,0.747118353843689,-0.14646925032138824,0.9890851378440857,0.4021129012107849,0.7503091096878052,-0.0512738972902298,0.9800467491149902,0.3985012173652649,0.6117470264434814,-0.4276622533798218,0.9992145299911499,0.41098469495773315,0.6164759993553162,0.22243700921535492,0.9935190081596375,0.2754414975643158,0.7856171131134033,-0.6718830466270447,0.8108307123184204,0.29385465383529663,0.7652872800827026,0.2233845591545105,0.004369470756500959,0.1480972021818161,0.9060834646224976,-0.7004193067550659,0.753811776638031,0.17361235618591309,0.8817551136016846,-0.052296265959739685,0.01446615532040596,0.11210578680038452,0.9203290939331055,-0.7856828570365906,0.7074413895606995,0.14019986987113953,0.8928156495094299,-0.08250398933887482,0.0356190949678421,0.10420054197311401,0.9143565893173218,-0.7512616515159607,0.6754230260848999,0.137957364320755,0.8871166706085205,-0.143508642911911,0.03548054397106171,0.11840149760246277,0.9098330736160278,-0.6890547871589661,0.580001175403595,0.14873000979423523,0.8856865167617798,-0.09134239703416824,0.033114638179540634,0.6174576282501221,0.22068794071674347,-0.23346872627735138,0.9981037378311157,0.6144590973854065,0.23523201048374176,0.23324352502822876,0.9978495836257935,0.772648274898529,0.5479005575180054,-0.16368159651756287,0.302592009305954,0.7662184238433838,0.547862708568573,0.21547389030456543,0.0019062445499002934,0.8912965059280396,0.8643419146537781,-0.15394139289855957,0.5164483189582825,0.8686635494232178,0.8373193740844727,0.34579604864120483,0.008571016602218151,0.9368734359741211,0.9126251935958862,-0.1692604422569275,0.7309122681617737,0.9099708795547485,0.8903786540031433,0.3508963882923126,0.03760461509227753,0.7866937518119812,0.9205456376075745,-0.39813369512557983,0.6925650238990784,0.7792822122573853,0.8931618928909302,0.19982385635375977,0.02618584781885147
downdog,0.40649208426475525,0.64996337890625,-0.10679332911968231,0.9971299767494202,0.3882242441177368,0.6567346453666687,-0.14651836454868317,0.9952712655067444,0.3858504891395569,0.652260959148407,-0.14687709510326385,0.9956711530685425,0.38361263275146484,0.646975040435791,-0.1469084769487381,0.9969407320022583,0.388365238904953,0.6589698195457458,-0.09048276394605637,0.9959426522254944,0.3863564729690552,0.6562307476997375,-0.09103632718324661,0.99689120054245,0.38385677337646484,0.6525056958198547,-0.0912247821688652,0.9968745708465576,0.3736613094806671,0.6194702982902527,-0.25244978070259094,0.9971786737442017,0.37259531021118164,0.6208142042160034,0.004215816035866737,0.9886849522590637,0.4108226001262665,0.6197203993797302,-0.13313381373882294,0.9917674660682678,0.41184043884277344,0.6222076416015625,-0.061575476080179214,0.9839488863945007,0.39521461725234985,0.512812077999115,-0.3313959538936615,0.9994587302207947,0.39002925157546997,0.5202863812446594,0.1479118913412094,0.9964945912361145,0.3085709810256958,0.6377511024475098,-0.5378996729850769,0.8375031352043152,0.30892956256866455,0.6289305686950684,0.20621465146541595,0.009713212959468365,0.2144753485918045,0.7520055174827576,-0.5752177834510803,0.7905665040016174,0.23007503151893616,0.7143108248710632,0.016904542222619057,0.05156254023313522,0.18602705001831055,0.7646294236183167,-0.6403068900108337,0.750872790813446,0.2079797089099884,0.7163394689559937,-0.0039272615686059,0.130952388048172,0.1806524097919464,0.7573356628417969,-0.6116981506347656,0.7223608493804932,0.203586608171463,0.7174831628799438,-0.04566408321261406,0.12961876392364502,0.19286301732063293,0.7534290552139282,-0.5654531717300415,0.629650890827179,0.21026906371116638,0.7195015549659729,-0.00948243122547865,0.11325711011886597,0.5690608620643616,0.2734232544898987,-0.16741320490837097,0.9966188669204712,0.5626771450042725,0.29592087864875793,0.1672138273715973,0.9966070652008057,0.6734619736671448,0.48974061012268066,-0.09780585765838623,0.20813748240470886,0.668839693069458,0.4925171732902527,0.2596815228462219,0.0020246433559805155,0.7692877650260925,0.7004606127738953,-0.009621686302125454,0.30156242847442627,0.7605222463607788,0.6874583959579468,0.40970125794410706,0.006506754085421562,0.7977252006530762,0.7406666278839111,-0.011819867417216301,0.5665584206581116,0.7856970429420471,0.7227616906166077,0.4190126061439514,0.027735356241464615,0.7042566537857056,0.7594678401947021,-0.14857372641563416,0.4639231264591217,0.7020377516746521,0.7398591041564941,0.3302060663700104,0.017399266362190247
downdog,0.5547980070114136,0.7621913552284241,-0.000419433054048568,0.9911178946495056,0.5771540403366089,0.7742246389389038,0.006880783475935459,0.967677891254425,0.5800520777702332,0.7707348465919495,0.006278196349740028,0.9871782064437866,0.5827875733375549,0.7671555280685425,0.006224482785910368,0.9711790680885315,0.5761297941207886,0.7744134068489075,-0.039403196424245834,0.9784801006317139,0.5785651206970215,0.7710332870483398,-0.03999859839677811,0.9936763644218445,0.5813385248184204,0.7674652338027954,-0.040326498448848724,0.9875313639640808,0.5978044271469116,0.7351605296134949,0.06060042232275009,0.9887300133705139,0.5972269773483276,0.7350224256515503,-0.15054498612880707,0.9872807860374451,0.5483604669570923,0.7331624031066895,0.03597670793533325,0.9570599794387817,0.5486432909965515,0.733080267906189,-0.02987094409763813,0.963570773601532,0.5806607007980347,0.6168031692504883,0.11673137545585632,0.9975300431251526,0.578258752822876,0.6206579208374023,-0.15953049063682556,0.9990323781967163,0.6782960295677185,0.7663483619689941,0.18521608412265778,0.02976110577583313,0.6885631084442139,0.7927424907684326,-0.357885479927063,0.9723557233810425,0.7978600859642029,0.8787571787834167,0.03239342197775841,0.0799967348575592,0.8164832592010498,0.9008168578147888,-0.3125772178173065,0.9619024395942688,0.8236512541770935,0.8858157396316528,0.03150239959359169,0.25963902473449707,0.8519744277000427,0.9167314767837524,-0.3618229627609253,0.9333387613296509,0.8327323198318481,0.882452130317688,-0.014437099918723106,0.27002283930778503,0.8614344596862793,0.9084248542785645,-0.3286682963371277,0.9232853651046753,0.8246352672576904,0.8804536461830139,0.01248538214713335,0.23729129135608673,0.8490833044052124,0.9009711742401123,-0.3034445345401764,0.8976825475692749,0.3918635845184326,0.2372249811887741,0.10942264646291733,0.9980923533439636,0.3754795491695404,0.21703197062015533,-0.11008455604314804,0.9986172914505005,0.28878796100616455,0.5331016778945923,0.17982307076454163,0.007488674949854612,0.27104365825653076,0.5311602354049683,-0.0011292482959106565,0.8594709038734436,0.2234240472316742,0.8248313665390015,0.2883578836917877,0.07071257382631302,0.21005791425704956,0.8432615995407104,0.062334094196558,0.9580169320106506,0.1973126232624054,0.8716980814933777,0.291302889585495,0.239852175116539,0.18455907702445984,0.8858909606933594,0.0644855722784996,0.9725815057754517,0.3170802593231201,0.8911477327346802,0.20233136415481567,0.24875837564468384,0.3089715838432312,0.9074441194534302,-0.03960202634334564,0.962929904460907
downdog,0.47795069217681885,0.7185008525848389,-0.04920225217938423,0.9989186525344849,0.4570716619491577,0.7300710082054138,-0.0998610407114029,0.9980362057685852,0.45456022024154663,0.7265016436576843,-0.1002124696969986,0.9980571866035461,0.45259732007980347,0.7230837345123291,-0.1002553328871727,0.9987075328826904,0.45936405658721924,0.7344280481338501,-0.02977425418794155,0.9983627200126648,0.4577518701553345,0.7333218455314636,-0.030429085716605186,0.9986610412597656,0.4557821750640869,0.7319165468215942,-0.030614448711276054,0.9986849427223206,0.4424377679824829,0.6998052597045898,-0.23771938681602478,0.9985406398773193,0.4408222734928131,0.7033329010009766,0.08247210830450058,0.994417667388916,0.48250192403793335,0.6856778860092163,-0.08492929488420486,0.9959995746612549,0.4863573908805847,0.6900545358657837,0.004599913023412228,0.9922786951065063,0.456825852394104,0.5838972330093384,-0.3419894576072693,0.9996973276138306,0.44825059175491333,0.5773849487304688,0.24616914987564087,0.9979680180549622,0.36898478865623474,0.7467296123504639,-0.5743539333343506,0.8948529362678528,0.3556835353374481,0.7187304496765137,0.2991994619369507,0.011439080350100994,0.251679390668869,0.8765555024147034,-0.5864536762237549,0.8686550855636597,0.25502341985702515,0.8286480903625488,0.06467501819133759,0.05706995725631714,0.21232256293296814,0.8881239891052246,-0.6568911671638489,0.8368602991104126,0.22258314490318298,0.8379013538360596,0.04124462604522705,0.13635824620723724,0.20800292491912842,0.8827593922615051,-0.6261656880378723,0.8181301951408386,0.21997548639774323,0.8399123549461365,-0.007984954863786697,0.13410383462905884,0.22126758098602295,0.8782403469085693,-0.5751430988311768,0.7455777525901794,0.23113244771957397,0.8383177518844604,0.03320470079779625,0.11741123348474503,0.6538969874382019,0.27707356214523315,-0.21006469428539276,0.9973334074020386,0.649325966835022,0.2850879430770874,0.2098257839679718,0.9972490668296814,0.7815172672271729,0.5536415576934814,-0.14492790400981903,0.2642216384410858,0.781226396560669,0.5539186000823975,0.21920181810855865,0.0020881560631096363,0.9157984256744385,0.8166661262512207,-0.12715359032154083,0.4954664707183838,0.9033093452453613,0.7999170422554016,0.3574622571468353,0.006981703452765942,0.9528939723968506,0.8522130846977234,-0.1404821276664734,0.7162132263183594,0.9406296014785767,0.8320068120956421,0.3653246760368347,0.029925821349024773,0.8467991352081299,0.8848658800125122,-0.3194881081581116,0.6489428281784058,0.8437581658363342,0.87091064453125,0.2609766721725464,0.02034103497862816
